,Time(sec),PID,PNAME,CPU(%),NUM THREADS,MEMORY(MB),MEMORY(%),read_count,write_count,read_bytes,write_bytes
296,26.15751004219055,18244,python.exe,8.91,17,89.023,0.55,1453,3,14682932,492
297,26.15751004219055,6508,Zoom.exe,2.27,76,359.879,2.23,4232,1606,69880307,215834
298,26.15751004219055,13512,svchost.exe,1.73,16,35.910,0.22,947,0,3882202,0
299,26.15751004219055,8692,powershell.exe,0.38,19,167.680,1.04,408,2,2724868,120
300,26.15751004219055,7716,chrome.exe,0.38,27,338.918,2.1,2282457,2400179,3297369345,2485185045
301,26.15751004219055,7508,chrome.exe,0.38,15,67.066,0.42,945078,1467176,404033766,1188672873
302,26.15751004219055,4672,SentinelAgent.exe,0.36,67,391.930,2.43,89672,397783,342683898,3872340428
303,26.15751004219055,4,System,0.25,265,13.520,0.08,1506,8428,229455803,562041903
304,26.15751004219055,17792,chrome.exe,0.00,18,170.602,1.06,17920,20093,12999575,9436642
305,26.15751004219055,17740,chrome.exe,0.00,17,108.379,0.67,9555,6628,9616530,4019170
306,26.15751004219055,17540,chrome.exe,0.00,16,51.184,0.32,2915,2853,2554908,2274200
307,26.15751004219055,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
308,26.15751004219055,17208,chrome.exe,0.00,17,82.324,0.51,2315,3069,1389524,3370018
309,26.15751004219055,16816,WmiPrvSE.exe,0.00,10,18.633,0.12,1,0,10599,0
310,26.15751004219055,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
311,26.15751004219055,16248,chrome.exe,0.00,17,94.961,0.59,13034,9453,8814619,5415710
312,26.15751004219055,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
313,26.15751004219055,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
314,26.15751004219055,15896,svchost.exe,0.00,5,16.152,0.1,17,17,1828,2456
315,27.889748096466064,0,Total,29.90,8,0.008,0.0,0,0,0,0
316,27.889748096466064,4988,MsMpEng.exe,11.76,20,190.984,1.19,636404,10658,14342267490,420061775
317,27.889748096466064,18244,python.exe,9.72,17,89.027,0.55,1453,3,14682932,492
318,27.889748096466064,6508,Zoom.exe,3.12,76,359.883,2.23,4232,1611,69880307,215976
319,27.889748096466064,14816,audiodg.exe,0.90,9,60.359,0.37,4,0,11945,0
320,27.889748096466064,13512,svchost.exe,0.90,16,35.984,0.22,947,0,3882202,0
321,27.889748096466064,1392,dwm.exe,0.54,15,112.434,0.7,146258,0,1534672,0
322,27.889748096466064,4,System,0.51,265,13.520,0.08,1506,8428,229455803,562041903
323,27.889748096466064,4672,SentinelAgent.exe,0.36,65,391.875,2.43,89672,397823,342683898,3872418091
324,27.889748096466064,976,csrss.exe,0.26,14,4.867,0.03,278074,0,7326126,0
325,27.889748096466064,17792,chrome.exe,0.00,18,170.621,1.06,17942,20122,13005951,9446770
326,27.889748096466064,17740,chrome.exe,0.00,17,108.379,0.67,9555,6628,9616530,4019170
327,27.889748096466064,17540,chrome.exe,0.00,16,51.184,0.32,2915,2853,2554908,2274200
328,27.889748096466064,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
329,27.889748096466064,17208,chrome.exe,0.00,17,82.320,0.51,2315,3069,1389524,3370018
330,27.889748096466064,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
331,27.889748096466064,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
332,27.889748096466064,16248,chrome.exe,0.00,17,94.961,0.59,13034,9453,8814619,5415710
333,27.889748096466064,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
334,27.889748096466064,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
335,27.889748096466064,15896,svchost.exe,0.00,5,16.152,0.1,17,17,1828,2456
336,29.613505363464355,0,Total,31.86,8,0.008,0.0,0,0,0,0
337,29.613505363464355,4988,MsMpEng.exe,12.51,20,166.492,1.03,639936,10658,14342295746,420061775
338,29.613505363464355,18244,python.exe,9.11,17,89.168,0.55,1453,3,14682932,492
339,29.613505363464355,6508,Zoom.exe,3.01,75,359.875,2.23,4232,1611,69880307,215976
340,29.613505363464355,4,System,1.09,265,13.520,0.08,1506,8430,229455803,562304047
341,29.613505363464355,14816,audiodg.exe,0.96,9,60.359,0.37,4,0,11945,0
342,29.613505363464355,13512,svchost.exe,0.47,16,35.984,0.22,947,0,3882202,0
343,29.613505363464355,8692,powershell.exe,0.45,15,167.234,1.04,408,2,2724868,120
344,29.613505363464355,4468,svchost.exe,0.38,21,24.328,0.15,10073,3143,82246028,26038980
345,29.613505363464355,3444,svchost.exe,0.35,13,21.793,0.14,2,3,232,33088
346,29.613505363464355,1392,dwm.exe,0.30,15,112.434,0.7,146258,0,1534672,0
347,29.613505363464355,17792,chrome.exe,0.00,18,170.621,1.06,17942,20123,13005951,9446914
348,29.613505363464355,17740,chrome.exe,0.00,17,108.379,0.67,9555,6628,9616530,4019170
349,29.613505363464355,17540,chrome.exe,0.00,16,51.184,0.32,2915,2853,2554908,2274200
350,29.613505363464355,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
351,29.613505363464355,17208,chrome.exe,0.00,17,82.320,0.51,2315,3069,1389524,3370018
352,29.613505363464355,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
353,29.613505363464355,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
354,29.613505363464355,16248,chrome.exe,0.00,17,94.961,0.59,13034,9453,8814619,5415710
355,29.613505363464355,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
356,29.613505363464355,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
357,31.24873685836792,0,Total,28.67,8,0.008,0.0,0,0,0,0
358,31.24873685836792,4988,MsMpEng.exe,12.11,20,173.652,1.08,639963,10658,14342362365,420061775
359,31.24873685836792,18244,python.exe,9.39,17,89.234,0.55,1453,3,14682932,492
360,31.24873685836792,6508,Zoom.exe,3.51,76,359.895,2.23,4232,1614,69880307,216086
361,31.24873685836792,1392,dwm.exe,0.54,15,112.434,0.7,146258,0,1534672,0
362,31.24873685836792,14988,conhost.exe,0.45,3,17.977,0.11,0,0,0,0
363,31.24873685836792,14816,audiodg.exe,0.42,9,60.359,0.37,4,0,11945,0
364,31.24873685836792,13512,svchost.exe,0.42,16,35.094,0.22,947,0,3882202,0
365,31.24873685836792,1620,svchost.exe,0.28,17,24.148,0.15,87,606,2802595,23085850
366,31.24873685836792,976,csrss.exe,0.26,14,4.867,0.03,278074,0,7326126,0
367,31.24873685836792,4,System,0.25,265,13.520,0.08,1506,8433,229455803,562316335
368,31.24873685836792,17792,chrome.exe,0.00,18,170.621,1.06,17942,20123,13005951,9446914
369,31.24873685836792,17740,chrome.exe,0.00,17,108.379,0.67,9555,6628,9616530,4019170
370,31.24873685836792,17540,chrome.exe,0.00,16,51.184,0.32,2915,2853,2554908,2274200
371,31.24873685836792,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
372,31.24873685836792,17208,chrome.exe,0.00,17,82.320,0.51,2315,3069,1389524,3370018
373,31.24873685836792,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
374,31.24873685836792,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
375,31.24873685836792,16248,chrome.exe,0.00,17,94.961,0.59,13034,9453,8814619,5415710
376,31.24873685836792,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
377,31.24873685836792,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
378,32.98052978515625,0,Total,29.12,8,0.008,0.0,0,0,0,0
379,32.98052978515625,18244,python.exe,8.49,17,89.305,0.55,1453,3,14682932,492
380,32.98052978515625,1356,SearchIndexer.exe,6.39,18,34.922,0.22,3181,2818,5753762,1465656
381,32.98052978515625,4988,MsMpEng.exe,5.15,19,174.301,1.08,639963,10658,14342362365,420061775
382,32.98052978515625,6508,Zoom.exe,3.41,76,359.898,2.23,4232,1614,69880307,216086
383,32.98052978515625,13512,svchost.exe,1.29,16,35.758,0.22,947,0,3882202,0
384,32.98052978515625,4672,SentinelAgent.exe,0.36,65,392.016,2.43,89672,397862,342683898,3872539548
385,32.98052978515625,1392,dwm.exe,0.28,15,112.434,0.7,146258,0,1534672,0
386,32.98052978515625,1248,svchost.exe,0.28,13,18.969,0.12,67,0,34304,0
387,32.98052978515625,4,System,0.26,265,13.520,0.08,1506,8433,229455803,562316335
388,32.98052978515625,17792,chrome.exe,0.00,18,170.621,1.06,17949,20130,13006831,9448074
389,32.98052978515625,17740,chrome.exe,0.00,17,108.379,0.67,9555,6628,9616530,4019170
390,32.98052978515625,17540,chrome.exe,0.00,16,51.184,0.32,2915,2853,2554908,2274200
391,32.98052978515625,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
392,32.98052978515625,17208,chrome.exe,0.00,17,82.320,0.51,2315,3069,1389524,3370018
393,32.98052978515625,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
394,32.98052978515625,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
395,32.98052978515625,16248,chrome.exe,0.00,17,94.961,0.59,13034,9453,8814619,5415710
396,32.98052978515625,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
397,32.98052978515625,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
398,32.98052978515625,15896,svchost.exe,0.00,5,16.152,0.1,17,17,1828,2456
399,34.69363737106323,0,Total,28.05,8,0.008,0.0,0,0,0,0
400,34.69363737106323,18244,python.exe,9.36,17,89.371,0.55,1453,3,14682932,492
401,34.69363737106323,1356,SearchIndexer.exe,7.88,18,35.355,0.22,3181,2818,5753762,1465656
402,34.69363737106323,4988,MsMpEng.exe,7.36,19,174.301,1.08,639980,10658,14342377784,420061775
403,34.69363737106323,6508,Zoom.exe,1.51,76,359.902,2.23,4232,1615,69880307,216164
404,34.69363737106323,14988,conhost.exe,0.42,3,17.977,0.11,0,0,0,0
405,34.69363737106323,13512,svchost.exe,0.42,15,35.660,0.22,947,0,3882202,0
406,34.69363737106323,1392,dwm.exe,0.28,15,112.434,0.7,146258,0,1534672,0
407,34.69363737106323,1248,svchost.exe,0.26,13,18.996,0.12,67,0,34304,0
408,34.69363737106323,4,System,0.25,265,13.520,0.08,1506,8433,229455803,562316335
409,34.69363737106323,17792,chrome.exe,0.00,18,170.621,1.06,17949,20130,13006831,9448074
410,34.69363737106323,17740,chrome.exe,0.00,17,108.379,0.67,9555,6628,9616530,4019170
411,34.69363737106323,17540,chrome.exe,0.00,16,51.184,0.32,2915,2853,2554908,2274200
412,34.69363737106323,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
413,34.69363737106323,17208,chrome.exe,0.00,17,82.320,0.51,2315,3069,1389524,3370018
414,34.69363737106323,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
415,34.69363737106323,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
416,34.69363737106323,16248,chrome.exe,0.00,17,94.961,0.59,13034,9453,8814619,5415710
417,34.69363737106323,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
418,34.69363737106323,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
419,34.69363737106323,15896,svchost.exe,0.00,6,16.176,0.1,17,17,1828,2456
420,36.40695118904114,0,Total,29.51,8,0.008,0.0,0,0,0,0
421,36.40695118904114,18244,python.exe,9.05,17,89.375,0.55,1453,3,14682932,492
422,36.40695118904114,1356,SearchIndexer.exe,6.12,18,35.418,0.22,3181,2818,5753762,1465656
423,36.40695118904114,4988,MsMpEng.exe,3.83,19,174.301,1.08,639980,10658,14342377784,420061775
424,36.40695118904114,6508,Zoom.exe,2.58,76,359.910,2.23,4232,1616,69880307,216242
425,36.40695118904114,13512,svchost.exe,1.29,15,35.633,0.22,947,0,3882202,0
426,36.40695118904114,1248,svchost.exe,0.78,13,18.996,0.12,67,0,34304,0
427,36.40695118904114,1392,dwm.exe,0.53,15,112.434,0.7,146258,0,1534672,0
428,36.40695118904114,4,System,0.25,265,13.520,0.08,1506,8433,229455803,562316335
429,36.40695118904114,17792,chrome.exe,0.00,18,170.703,1.06,17972,20158,13012127,9459098
430,36.40695118904114,17740,chrome.exe,0.00,17,108.387,0.67,9555,6628,9616530,4019170
431,36.40695118904114,17540,chrome.exe,0.00,16,51.184,0.32,2931,2869,2570204,2289368
432,36.40695118904114,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
433,36.40695118904114,17208,chrome.exe,0.00,17,82.320,0.51,2315,3069,1389524,3370018
434,36.40695118904114,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
435,36.40695118904114,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
436,36.40695118904114,16248,chrome.exe,0.00,17,94.965,0.59,13034,9453,8814619,5415710
437,36.40695118904114,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
438,36.40695118904114,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
439,36.40695118904114,15896,svchost.exe,0.00,6,16.176,0.1,17,17,1828,2456
440,36.40695118904114,15872,msedge.exe,0.00,8,11.188,0.07,21,15,1424,180
441,38.160996437072754,0,Total,31.38,8,0.008,0.0,0,0,0,0
442,38.160996437072754,4988,MsMpEng.exe,11.04,19,175.008,1.09,640020,10658,14342441435,420061775
443,38.160996437072754,18244,python.exe,9.36,17,89.504,0.56,1453,3,14682932,492
444,38.160996437072754,1356,SearchIndexer.exe,5.05,18,35.418,0.22,3181,2818,5753762,1465656
445,38.160996437072754,7572,explorer.exe,4.30,81,275.973,1.71,56448,668,86569534,685305
446,38.160996437072754,6508,Zoom.exe,1.89,76,359.914,2.23,4232,1616,69880307,216242
447,38.160996437072754,13512,svchost.exe,0.89,15,36.477,0.23,947,0,3882202,0
448,38.160996437072754,8692,powershell.exe,0.78,15,167.344,1.04,408,2,2724868,120
449,38.160996437072754,14816,audiodg.exe,0.45,9,60.359,0.37,4,0,11945,0
450,38.160996437072754,14988,conhost.exe,0.42,3,17.977,0.11,0,0,0,0
451,38.160996437072754,4672,SentinelAgent.exe,0.36,67,392.449,2.44,89672,397897,342683898,3872709956
452,38.160996437072754,17792,chrome.exe,0.00,18,170.703,1.06,17979,20166,13013007,9460402
453,38.160996437072754,17740,chrome.exe,0.00,17,108.387,0.67,9555,6628,9616530,4019170
454,38.160996437072754,17540,chrome.exe,0.00,16,51.184,0.32,2931,2869,2570204,2289368
455,38.160996437072754,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
456,38.160996437072754,17208,chrome.exe,0.00,17,82.320,0.51,2315,3069,1389524,3370018
457,38.160996437072754,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
458,38.160996437072754,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
459,38.160996437072754,16248,chrome.exe,0.00,17,94.965,0.59,13034,9453,8814619,5415710
460,38.160996437072754,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
461,38.160996437072754,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
462,39.89762091636658,0,Total,27.53,8,0.008,0.0,0,0,0,0
463,39.89762091636658,4988,MsMpEng.exe,9.18,19,175.047,1.09,640164,10658,14342442587,420061775
464,39.89762091636658,18244,python.exe,9.05,17,89.574,0.56,1453,3,14682932,492
465,39.89762091636658,6508,Zoom.exe,2.65,76,359.918,2.23,4232,1621,69880307,216384
466,39.89762091636658,13512,svchost.exe,0.86,15,35.082,0.22,947,0,3882202,0
467,39.89762091636658,1392,dwm.exe,0.55,15,112.434,0.7,146258,0,1534672,0
468,39.89762091636658,14816,audiodg.exe,0.42,9,60.359,0.37,4,0,11945,0
469,39.89762091636658,9540,svchost.exe,0.41,7,12.699,0.08,668,0,341192,0
470,39.89762091636658,4,System,0.26,265,13.520,0.08,1506,8433,229455803,562316335
471,39.89762091636658,17792,chrome.exe,0.00,18,170.703,1.06,17979,20166,13013007,9460402
472,39.89762091636658,17740,chrome.exe,0.00,17,108.387,0.67,9555,6628,9616530,4019170
473,39.89762091636658,17540,chrome.exe,0.00,16,51.184,0.32,2931,2869,2570204,2289368
474,39.89762091636658,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
475,39.89762091636658,17208,chrome.exe,0.00,17,82.270,0.51,2315,3069,1389524,3370018
476,39.89762091636658,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
477,39.89762091636658,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
478,39.89762091636658,16248,chrome.exe,0.00,17,94.965,0.59,13034,9453,8814619,5415710
479,39.89762091636658,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
480,39.89762091636658,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
481,39.89762091636658,15896,svchost.exe,0.00,6,16.176,0.1,17,17,1828,2456
482,39.89762091636658,15872,msedge.exe,0.00,8,11.188,0.07,21,15,1424,180
483,41.609846353530884,0,Total,28.45,8,0.008,0.0,0,0,0,0
484,41.609846353530884,18244,python.exe,9.49,17,89.578,0.56,1453,3,14682932,492
485,41.609846353530884,1356,SearchIndexer.exe,7.81,18,35.504,0.22,3181,2818,5753762,1465656
486,41.609846353530884,4988,MsMpEng.exe,3.92,19,175.090,1.09,640165,10658,14342442761,420061775
487,41.609846353530884,6508,Zoom.exe,2.21,76,359.922,2.23,4232,1625,69880307,216448
488,41.609846353530884,13512,svchost.exe,0.86,15,36.512,0.23,947,0,3882202,0
489,41.609846353530884,1248,svchost.exe,0.78,13,19.000,0.12,67,0,34304,0
490,41.609846353530884,1392,dwm.exe,0.26,15,112.434,0.7,146258,0,1534672,0
491,41.609846353530884,976,csrss.exe,0.25,13,4.848,0.03,278074,0,7326126,0
492,41.609846353530884,4,System,0.25,265,13.520,0.08,1506,8433,229455803,562316335
493,41.609846353530884,17792,chrome.exe,0.00,18,170.703,1.06,17979,20166,13013007,9460402
494,41.609846353530884,17740,chrome.exe,0.00,17,108.387,0.67,9555,6628,9616530,4019170
495,41.609846353530884,17540,chrome.exe,0.00,16,51.184,0.32,2931,2869,2570204,2289368
496,41.609846353530884,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
497,41.609846353530884,17208,chrome.exe,0.00,17,82.219,0.51,2315,3069,1389524,3370018
498,41.609846353530884,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
499,41.609846353530884,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
500,41.609846353530884,16248,chrome.exe,0.00,17,94.965,0.59,13034,9453,8814619,5415710
501,41.609846353530884,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
502,41.609846353530884,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
503,41.609846353530884,15896,svchost.exe,0.00,6,16.176,0.1,17,17,1828,2456
504,43.3616943359375,0,Total,28.56,8,0.008,0.0,0,0,0,0
505,43.3616943359375,18244,python.exe,9.36,17,89.586,0.56,1453,3,14682932,492
506,43.3616943359375,4988,MsMpEng.exe,5.89,19,175.195,1.09,640168,10658,14342447501,420061775
507,43.3616943359375,1356,SearchIndexer.exe,3.26,18,35.625,0.22,3181,2818,5753762,1465656
508,43.3616943359375,6508,Zoom.exe,2.27,76,359.926,2.23,4232,1629,69880307,216574
509,43.3616943359375,4,System,0.76,265,13.520,0.08,1506,8433,229455803,562316335
510,43.3616943359375,1392,dwm.exe,0.54,15,112.434,0.7,146258,0,1534672,0
511,43.3616943359375,13512,svchost.exe,0.42,15,36.512,0.23,947,0,3882202,0
512,43.3616943359375,14816,audiodg.exe,0.41,9,60.359,0.37,4,0,11945,0
513,43.3616943359375,1248,svchost.exe,0.26,13,18.973,0.12,67,0,34304,0
514,43.3616943359375,17792,chrome.exe,0.00,18,170.707,1.06,17981,20168,13013247,9461698
515,43.3616943359375,17740,chrome.exe,0.00,17,108.387,0.67,9555,6628,9616530,4019170
516,43.3616943359375,17540,chrome.exe,0.00,16,51.184,0.32,2931,2869,2570204,2289368
517,43.3616943359375,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
518,43.3616943359375,17208,chrome.exe,0.00,17,81.988,0.51,2315,3069,1389524,3370018
519,43.3616943359375,16816,WmiPrvSE.exe,0.00,10,18.641,0.12,1,0,10599,0
520,43.3616943359375,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
521,43.3616943359375,16248,chrome.exe,0.00,17,94.965,0.59,13034,9453,8814619,5415710
522,43.3616943359375,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
523,43.3616943359375,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
524,43.3616943359375,15896,svchost.exe,0.00,6,16.176,0.1,17,17,1828,2456
525,45.10942482948303,0,Total,30.21,8,0.008,0.0,0,0,0,0
526,45.10942482948303,18244,python.exe,9.84,17,89.594,0.56,1453,3,14682932,492
527,45.10942482948303,1356,SearchIndexer.exe,7.19,18,35.820,0.22,3181,2818,5753762,1465656
528,45.10942482948303,4988,MsMpEng.exe,4.78,20,171.852,1.07,640204,10667,14343585501,420072899
529,45.10942482948303,6508,Zoom.exe,2.27,76,359.930,2.23,4232,1632,69880307,216622
530,45.10942482948303,1392,dwm.exe,0.81,15,112.434,0.7,146258,0,1534672,0
531,45.10942482948303,4,System,0.76,265,13.520,0.08,1506,8433,229455803,562316335
532,45.10942482948303,4672,SentinelAgent.exe,0.71,65,392.578,2.44,89672,397947,342683898,3872922427
533,45.10942482948303,1248,svchost.exe,0.53,13,18.996,0.12,67,0,34304,0
534,45.10942482948303,13560,Zoom.exe,0.42,34,176.094,1.09,6167,316,71176247,178620
535,45.10942482948303,13512,svchost.exe,0.42,15,36.512,0.23,947,0,3882202,0
536,45.10942482948303,17792,chrome.exe,0.00,18,170.707,1.06,17988,20175,13014127,9462858
537,45.10942482948303,17740,chrome.exe,0.00,17,108.387,0.67,9555,6628,9616530,4019170
538,45.10942482948303,17540,chrome.exe,0.00,16,51.184,0.32,2931,2869,2570204,2289368
539,45.10942482948303,17252,chrome.exe,0.00,17,46.828,0.29,3807,433,1803540,162632
540,45.10942482948303,17208,chrome.exe,0.00,17,81.754,0.51,2315,3069,1389524,3370018
541,45.10942482948303,16816,WmiPrvSE.exe,0.00,8,18.547,0.12,1,0,10599,0
542,45.10942482948303,16480,CptHost.exe,0.00,9,33.816,0.21,177,0,11550709,0
543,45.10942482948303,16248,chrome.exe,0.00,17,94.965,0.59,13034,9453,8814619,5415710
544,45.10942482948303,16140,chrome.exe,0.00,16,59.086,0.37,1018,815,500748,156688
545,45.10942482948303,16008,chrome.exe,0.00,17,95.020,0.59,29996,33183,10995438,61057466
