Time(sec),Percentage
4.72944188117981,49.3
7.433944225311279,29.0
10.386017322540283,35.0
13.230072975158691,32.0
17.36802887916565,25.9
22.29660391807556,25.7
27.236175775527954,25.9
32.15712809562683,25.9
36.72965598106384,27.4
41.9513578414917,25.8
46.84369969367981,26.3
51.76269745826721,26.3
