Time(sec),Percentage
3.8878486156463623,54.1
11.39432430267334,85.6
17.414930820465088,58.8
23.713444471359253,55.0
29.885531187057495,61.7
36.218665599823,57.0
42.694605112075806,71.1
49.227784872055054,80.9
55.51410531997681,56.3
61.626925468444824,57.7
67.76937055587769,54.4
73.97964668273926,53.1
80.17951607704163,53.4
86.39470505714417,54.8
92.5529215335846,53.4
98.57372307777405,62.2
105.12268924713135,76.9
111.40030670166016,58.6
